roboID,dateOpened,dateClosed,profit
13837,2022-09-26 22:30:07.160,2022-09-28 01:16:04.047,30
13837,2022-09-28 02:16:09.157,2022-09-28 15:48:04.900,-100
13837,2022-09-29 03:42:08.333,2022-09-29 10:56:03.950,30
13837,2022-09-29 10:58:03.723,2022-09-29 11:32:05.210,30
13837,2022-09-29 11:45:08.480,2022-09-29 15:01:04.597,30
13837,2022-09-29 20:48:13.700,2022-09-29 22:05:03.920,30
13837,2022-09-29 22:23:13.523,2022-10-04 06:08:07.623,30
13837,2022-10-04 20:54:07.640,2022-10-05 13:19:03.883,-100
13837,2022-10-06 04:24:12.907,2022-10-06 08:29:02.977,30
13837,2022-10-07 00:42:08.017,2022-10-07 12:30:09.787,30
13837,2022-10-07 13:04:08.013,2022-10-10 05:33:15.430,30
13837,2022-10-10 06:10:10.043,2022-10-10 08:06:10.393,30
13837,2022-10-10 08:37:09.903,2022-10-13 12:31:10.970,30
13837,2022-10-13 14:50:06.283,2022-10-17 14:53:05.757,-100
13837,2022-10-18 01:46:10.693,2022-10-18 06:44:06.323,30
13837,2022-10-18 06:46:05.773,2022-10-19 11:14:02.143,-100
13837,2022-10-20 01:59:01.077,2022-10-21 12:15:02.813,30
13837,2022-10-21 13:53:06.113,2022-10-24 13:56:02.337,-100
13837,2022-10-24 14:20:06.660,2022-10-25 13:15:02.827,30
13837,2022-10-25 14:08:02.473,2022-10-26 07:00:02.497,30
13837,2022-10-26 07:10:07.823,2022-10-26 07:41:08.407,30
13837,2022-10-26 08:17:02.350,2022-10-26 14:54:12.527,30
13837,2022-10-26 16:09:07.650,2022-10-26 23:54:03.353,30
13837,2022-10-27 00:03:08.500,2022-10-27 13:12:04.057,-100
13837,2022-10-28 11:12:08.223,2022-10-31 08:19:09.837,30
13837,2022-10-31 08:37:09.387,2022-10-31 13:50:04.513,30
13837,2022-10-31 14:20:09.393,2022-10-31 15:44:04.403,30
13837,2022-10-31 15:53:04.400,2022-11-01 16:33:05.083,30
13837,2022-11-01 16:33:05.083,2022-11-02 18:06:13.353,-100
13837,2022-11-02 19:21:03.497,2022-11-02 22:25:08.063,30
13837,2022-11-03 03:42:12.717,2022-11-03 07:18:12.720,30
13837,2022-11-03 08:12:02.917,2022-11-03 09:13:03.620,30
13837,2022-11-03 13:32:02.527,2022-11-04 13:02:02.897,-100
13837,2022-11-07 01:30:10.733,2022-11-07 05:32:06.393,30
13837,2022-11-07 06:10:10.763,2022-11-07 08:33:07.130,30
13837,2022-11-07 09:26:10.803,2022-11-07 17:25:05.770,30
13837,2022-11-07 18:25:11.527,2022-11-08 15:19:06.980,30
13837,2022-11-08 16:28:07.360,2022-11-10 09:19:10.073,-100
13837,2022-11-11 03:30:08.447,2022-11-11 05:31:09.867,30
13837,2022-11-11 05:43:07.967,2022-11-11 07:32:05.370,30
13837,2022-11-11 07:32:05.377,2022-11-11 08:53:10.227,30
13837,2022-11-11 09:03:08.850,2022-11-11 11:42:04.447,30
13837,2022-11-11 12:15:09.047,2022-11-11 14:06:05.063,30
13837,2022-11-11 14:06:05.063,2022-11-11 18:29:06.973,30
13837,2022-11-11 18:29:07.143,2022-11-15 07:32:06.270,30
13837,2022-11-15 08:18:08.720,2022-11-15 13:33:01.133,30
13837,2022-11-15 16:42:05.850,2022-11-16 07:55:16.567,30
13837,2022-11-16 08:00:00.867,2022-11-16 10:12:01.510,30
13837,2022-11-16 14:24:07.087,2022-11-21 01:31:04.520,-100
13837,2022-11-21 13:31:09.677,2022-11-23 07:53:05.540,-100
13837,2022-11-23 09:37:10.260,2022-11-23 14:45:07.307,30
13837,2022-11-23 15:20:10.880,2022-11-23 19:02:07.723,30
13837,2022-11-23 22:50:05.717,2022-11-24 02:14:06.153,30
13837,2022-11-24 02:46:11.077,2022-11-28 10:18:04.417,30
13837,2022-11-28 16:54:09.710,2022-11-30 19:59:03.207,30
13837,2022-12-01 08:36:06.570,2022-12-01 12:32:11.950,30
13837,2022-12-01 13:01:07.493,2022-12-01 13:24:07.557,30
13837,2022-12-01 14:12:06.457,2022-12-01 15:00:01.527,30
13837,2022-12-01 15:56:02.103,2022-12-01 16:42:06.510,30
13837,2022-12-01 16:55:16.797,2022-12-01 20:41:01.613,30
13837,2022-12-01 20:59:06.243,2022-12-05 11:54:07.157,30
13837,2022-12-05 12:42:07.400,2022-12-06 18:27:03.933,-100
13837,2022-12-06 18:55:08.440,2022-12-09 01:06:05.603,-100
819,2022-05-24 07:50:07.900,2022-06-10 09:26:10.027,-130
819,2022-06-10 09:34:09.837,2022-06-13 07:29:06.170,100
819,2022-06-13 07:29:06.170,2022-06-15 16:58:00.880,100
819,2022-06-15 16:58:00.883,2022-06-16 15:15:01.517,-130
819,2022-06-16 15:15:01.517,2022-06-27 15:16:05.073,100
819,2022-06-27 15:43:09.667,2022-06-29 13:48:05.197,-130
819,2022-06-29 14:05:04.703,2022-06-30 11:33:04.933,100
819,2022-06-30 11:38:09.370,2022-07-05 09:50:03.030,100
819,2022-07-05 09:50:03.067,2022-07-06 12:14:04.167,100
819,2022-07-06 12:14:04.167,2022-07-08 07:44:07.730,100
819,2022-07-08 07:56:02.570,2022-07-12 01:18:06.323,100
819,2022-07-12 01:32:01.290,2022-07-18 09:47:04.113,-130
819,2022-07-18 09:47:04.113,2022-07-19 09:45:04.237,100
819,2022-07-19 09:45:04.237,2022-07-26 12:13:15.150,-130
819,2022-07-26 12:13:15.150,2022-08-01 08:36:03.287,-130
819,2022-08-01 08:51:07.987,2022-08-10 14:41:14.987,100
819,2022-08-10 14:41:14.987,2022-08-15 10:24:03.713,-130
819,2022-08-15 10:24:03.713,2022-08-18 17:00:03.883,100
819,2022-08-18 17:00:03.883,2022-08-22 08:26:05.290,100
819,2022-08-22 08:29:09.590,2022-08-23 06:37:00.000,100
819,2022-08-29 07:24:05.260,2022-08-31 15:47:04.210,-130
819,2022-08-31 15:48:03.870,2022-09-01 14:09:04.730,-130
819,2022-09-01 14:26:09.450,2022-09-09 03:18:01.687,-130
819,2022-09-09 03:18:01.687,2022-09-12 07:20:05.473,100
819,2022-09-12 07:52:05.647,2022-09-13 12:39:11.213,-130
819,2022-09-13 13:28:00.790,2022-09-21 06:31:05.513,100
819,2022-09-21 07:13:04.840,2022-09-23 07:00:12.110,100
819,2022-09-23 08:04:01.380,2022-09-23 18:31:03.633,100
819,2022-09-23 18:31:03.697,2022-09-26 00:59:05.747,100
819,2022-09-26 01:13:04.440,2022-09-28 02:58:05.530,100
819,2022-09-28 02:58:05.530,2022-09-28 15:53:02.500,-130
819,2022-09-28 16:18:00.543,2022-09-29 16:15:06.590,100
819,2022-09-29 16:15:06.590,2022-10-04 10:26:05.317,100
819,2022-10-04 10:26:05.320,2022-10-04 18:59:05.407,100
819,2022-10-04 18:59:05.407,2022-10-05 13:51:05.473,-130
819,2022-10-05 13:53:14.923,2022-10-07 06:39:05.657,100
819,2022-10-07 06:52:10.377,2022-10-11 04:58:03.357,100
819,2022-10-11 04:58:03.357,2022-10-13 17:34:03.670,-130
819,2022-10-13 17:34:03.670,2022-10-25 13:17:05.223,100
819,2022-10-25 14:13:04.770,2022-10-26 14:54:15.087,100
819,2022-10-26 15:51:15.137,2022-10-28 08:04:06.003,-130
819,2022-10-28 08:10:09.927,2022-11-02 19:21:09.417,100
819,2022-11-02 19:21:09.437,2022-11-03 10:30:03.893,100
819,2022-11-03 10:30:03.893,2022-11-04 13:08:04.900,-130
819,2022-11-04 13:38:04.020,2022-11-04 19:47:04.310,100
819,2022-11-04 19:47:04.313,2022-11-08 15:20:02.397,100
819,2022-11-08 16:03:07.057,2022-11-10 14:55:02.770,100
819,2022-11-10 14:55:02.777,2022-11-11 08:53:04.003,100
819,2022-11-11 08:53:04.020,2022-11-15 07:25:03.963,100
819,2022-11-15 08:07:08.000,2022-11-21 06:51:02.487,-130
819,2022-11-21 06:51:02.487,2022-11-23 19:03:04.113,-130
819,2022-11-23 19:03:04.113,2022-12-01 13:40:03.977,100
819,2022-12-01 13:50:03.213,2022-12-05 12:55:08.080,100
819,2022-12-05 12:55:08.080,2022-12-07 06:10:03.480,-130
819,2022-12-07 06:25:13.570,2022-12-09 01:32:14.143,-130
819,2022-12-09 02:04:03.877,2022-12-14 18:36:02.360,100
21145,2022-05-26 04:50:07.360,2022-06-01 15:45:04.993,60
21145,2022-06-01 15:45:05.030,2022-06-02 15:54:05.367,-110
21145,2022-06-06 10:40:09.003,2022-06-07 06:17:04.893,60
21145,2022-06-07 06:17:04.893,2022-06-10 09:16:01.053,60
21145,2022-06-10 09:16:01.053,2022-06-10 12:32:01.247,60
21145,2022-06-10 13:55:05.820,2022-06-13 07:53:00.277,60
21145,2022-06-13 07:53:00.277,2022-06-13 20:26:05.980,60
21145,2022-06-13 20:26:05.980,2022-06-16 15:16:01.977,-110
21145,2022-06-22 19:30:08.627,2022-06-23 07:37:04.530,60
21145,2022-06-23 17:06:09.497,2022-06-29 16:40:09.270,60
21145,2022-06-29 16:40:09.270,2022-06-30 11:29:04.603,60
21145,2022-06-30 11:51:09.253,2022-07-05 08:39:07.723,60
21145,2022-07-05 12:52:07.850,2022-07-06 09:16:13.037,60
21145,2022-07-06 09:16:13.037,2022-07-06 12:29:03.980,60
21145,2022-07-06 14:03:03.733,2022-07-08 07:28:02.390,60
21145,2022-07-08 07:28:02.397,2022-07-11 13:10:04.457,60
21145,2022-07-11 13:10:04.457,2022-07-13 12:45:00.000,60
21145,2022-07-14 10:51:15.377,2022-07-14 13:41:00.593,60
21145,2022-07-14 13:53:00.580,2022-07-15 15:09:00.987,-110
21145,2022-07-21 07:48:11.247,2022-07-22 07:34:01.783,60
21145,2022-07-22 11:16:06.133,2022-07-27 16:20:15.473,60
21145,2022-07-27 16:36:05.253,2022-07-27 19:31:05.563,-110
21145,2022-07-28 00:50:10.350,2022-07-28 10:50:05.497,60
21145,2022-08-02 20:56:08.880,2022-08-10 12:30:06.680,-110
21145,2022-08-12 18:36:11.187,2022-08-15 10:26:06.090,60
21145,2022-08-15 11:10:02.877,2022-08-16 07:08:03.507,60
21145,2022-08-16 07:08:03.507,2022-08-18 17:13:04.627,60
21145,2022-08-18 19:08:09.483,2022-08-19 15:11:05.527,60
21145,2022-08-19 15:20:10.167,2022-08-22 13:54:02.970,60
21145,2022-08-22 14:09:07.770,2022-08-23 06:28:02.973,60
21145,2022-08-23 06:30:02.893,2022-08-25 06:33:09.347,-110
21145,2022-08-29 18:55:04.380,2022-09-01 14:14:05.123,60
21145,2022-09-01 18:24:09.597,2022-09-06 13:03:05.310,60
21145,2022-09-06 18:44:09.343,2022-09-08 10:25:04.787,-110
21145,2022-09-13 23:52:08.837,2022-09-21 06:33:03.057,60
21145,2022-09-21 06:44:02.727,2022-09-21 18:00:14.447,60
21145,2022-09-21 18:00:14.447,2022-09-23 07:01:09.933,60
21145,2022-09-23 07:01:09.937,2022-09-23 14:36:01.357,60
21145,2022-09-23 14:36:01.357,2022-09-26 00:47:04.153,60
21145,2022-09-26 00:47:04.153,2022-09-26 00:58:04.117,60
21145,2022-09-26 00:58:04.117,2022-09-28 07:00:04.717,60
21145,2022-09-28 07:00:04.723,2022-09-28 15:48:06.460,-110
21145,2022-10-06 06:30:09.490,2022-10-06 13:14:04.477,60
21145,2022-10-06 17:43:04.610,2022-10-07 12:38:10.070,60
21145,2022-10-07 12:38:10.070,2022-10-10 08:15:00.760,60
21145,2022-10-10 08:15:00.760,2022-10-13 17:33:01.523,-110
21145,2022-10-17 04:10:07.980,2022-10-17 15:58:03.297,-110
21145,2022-10-19 17:28:08.420,2022-10-21 12:21:04.117,60
21145,2022-10-21 12:54:03.843,2022-10-21 15:50:04.353,-110
21145,2022-10-28 00:16:06.290,2022-10-31 13:48:04.603,60
21145,2022-10-31 13:48:04.603,2022-11-02 19:21:07.627,60
21145,2022-11-02 19:21:07.627,2022-11-03 07:41:02.393,60
21145,2022-11-03 08:11:02.360,2022-11-04 14:12:03.147,-110
21145,2022-11-10 07:26:04.013,2022-11-10 10:22:08.557,60
21145,2022-11-10 13:16:08.547,2022-11-10 13:31:04.650,-110
21145,2022-11-17 15:29:01.933,2022-11-21 02:50:02.607,60
21145,2022-11-21 02:50:02.610,2022-11-21 09:51:03.173,60
21145,2022-11-21 09:51:03.173,2022-11-23 07:09:04.047,-110
21145,2022-11-28 04:36:12.160,2022-11-28 10:21:12.507,-110
21145,2022-11-28 14:21:12.500,2022-11-28 16:21:02.470,60
21145,2022-11-29 07:03:02.787,2022-11-30 15:59:04.277,60
21145,2022-11-30 15:59:04.277,2022-11-30 19:55:04.263,-110
21145,2022-12-06 03:40:09.083,2022-12-13 13:30:10.087,-110
21145,2022-12-15 20:09:01.953,2022-12-19 15:47:12.153,60
21145,2022-12-19 15:47:12.157,2022-12-29 17:56:07.420,-110
1130,2022-05-25 13:32:04.343,2022-06-09 17:21:15.213,40
1130,2022-06-09 18:27:15.157,2022-06-10 09:18:06.053,40
1130,2022-06-10 10:22:10.027,2022-06-10 12:30:06.300,40
1130,2022-06-10 12:35:04.907,2022-06-10 14:10:05.233,40
1130,2022-06-10 15:00:10.077,2022-06-13 07:29:06.463,40
1130,2022-06-13 07:40:09.737,2022-06-13 13:40:15.357,40
1130,2022-06-13 16:18:10.013,2022-06-13 19:30:05.227,40
1130,2022-06-13 21:21:10.250,2022-06-15 18:06:11.333,40
1130,2022-06-15 18:08:10.750,2022-06-16 15:13:01.947,-130
1130,2022-06-17 15:11:01.937,2022-06-22 14:51:05.767,-130
1130,2022-06-23 09:32:04.933,2022-06-29 14:35:05.547,40
1130,2022-06-29 22:59:05.160,2022-06-30 10:56:15.263,40
1130,2022-06-30 12:33:04.667,2022-07-05 08:06:03.483,40
1130,2022-07-05 10:51:03.077,2022-07-05 13:27:03.670,40
1130,2022-07-05 15:59:03.160,2022-07-06 10:10:03.937,40
1130,2022-07-06 13:13:04.787,2022-07-07 15:43:12.443,40
1130,2022-07-07 18:42:02.270,2022-07-08 07:27:14.257,40
1130,2022-07-08 08:50:07.290,2022-07-11 13:07:01.180,40
1130,2022-07-11 14:12:11.807,2022-07-11 19:55:01.357,40
1130,2022-07-11 22:27:02.197,2022-07-12 07:50:17.540,40
1130,2022-07-12 10:06:06.407,2022-07-14 13:24:04.403,40
1130,2022-07-14 14:45:03.947,2022-07-18 07:07:04.307,-130
1130,2022-07-20 12:40:09.433,2022-07-20 17:56:04.903,40
1130,2022-07-20 19:16:04.300,2022-07-22 07:37:05.067,40
1130,2022-07-22 10:55:04.660,2022-07-26 12:15:05.487,40
1130,2022-07-26 12:40:10.293,2022-08-01 08:38:08.720,-130
1130,2022-08-02 09:25:03.707,2022-08-02 14:04:14.003,40
1130,2022-08-02 15:41:03.713,2022-08-02 20:22:04.137,40
1130,2022-08-02 22:19:03.503,2022-08-03 14:19:04.710,40
1130,2022-08-03 16:02:04.327,2022-08-10 12:30:06.887,-130
1130,2022-08-12 08:51:06.030,2022-08-12 14:04:02.823,40
1130,2022-08-12 16:00:06.503,2022-08-15 10:24:04.127,40
1130,2022-08-15 10:24:04.127,2022-08-16 00:39:02.733,40
1130,2022-08-16 02:38:02.657,2022-08-16 11:31:07.797,40
1130,2022-08-16 12:25:02.447,2022-08-18 16:53:04.383,40
1130,2022-08-18 19:20:09.107,2022-08-19 10:07:04.640,40
1112,2022-05-25 05:02:03.537,2022-06-10 09:16:15.557,100
1112,2022-06-14 08:28:10.450,2022-06-16 17:29:02.047,100
1112,2022-06-17 12:00:07.607,2022-06-30 11:34:10.403,100
1112,2022-07-01 04:40:09.700,2022-07-05 08:25:04.103,100
1112,2022-07-07 11:53:17.247,2022-07-08 07:43:04.090,100
1112,2022-07-11 01:04:04.277,2022-07-11 19:23:01.490,100
1112,2022-07-12 19:38:02.027,2022-07-18 14:37:09.273,-150
1112,2022-07-22 03:32:05.000,2022-08-10 12:40:04.910,-150
1112,2022-08-12 01:44:05.810,2022-08-15 10:24:04.110,100
1112,2022-08-17 07:12:07.663,2022-08-19 10:04:04.767,100
1112,2022-08-24 01:30:15.780,2022-09-09 07:14:02.043,-150
1112,2022-09-16 05:54:03.637,2022-09-21 14:57:11.650,100
1112,2022-09-22 16:03:13.263,2022-09-23 09:42:02.837,100
1112,2022-09-27 07:01:10.033,2022-09-29 13:37:16.597,100
1112,2022-09-30 12:00:06.463,2022-10-04 10:26:05.707,-150
1112,2022-10-05 12:00:10.423,2022-10-06 16:08:05.623,100
1112,2022-10-11 11:23:03.937,2022-10-17 15:42:04.433,100
1112,2022-10-17 16:00:08.453,2022-10-25 13:35:05.147,100
1112,2022-10-25 14:00:14.847,2022-10-26 15:21:05.510,100
1112,2022-10-31 08:16:00.477,2022-11-02 19:28:04.480,100
1112,2022-11-09 13:05:12.503,2022-11-10 10:24:03.183,100
1112,2022-11-15 18:44:08.710,2022-11-21 09:51:02.760,100
1112,2022-11-25 14:02:04.847,2022-12-01 14:35:14.070,-150
1112,2022-12-06 12:30:03.410,2022-12-13 13:32:01.997,100
19621,2022-06-13 07:31:17.350,2022-06-15 16:59:12.817,100
19621,2022-06-15 17:00:07.567,2022-06-16 15:16:03.893,-130
19621,2022-06-17 04:05:03.943,2022-06-30 10:05:01.737,100
19621,2022-06-30 12:00:06.560,2022-07-05 09:46:02.803,100
19621,2022-07-05 22:00:12.747,2022-07-06 14:18:10.317,100
19621,2022-07-06 14:28:03.830,2022-07-08 07:44:13.343,100
19621,2022-07-08 08:00:07.603,2022-07-12 05:13:02.917,100
19621,2022-07-12 05:30:07.503,2022-07-18 07:22:05.793,-130
19621,2022-07-18 08:00:10.327,2022-07-19 08:03:06.107,100
19621,2022-07-19 08:30:10.543,2022-07-26 16:09:02.110,-130
19621,2022-07-27 01:33:02.227,2022-07-29 06:26:03.370,100
19621,2022-07-29 11:58:02.937,2022-08-10 12:31:08.350,100
19621,2022-08-10 21:28:06.530,2022-08-15 17:32:04.420,-130
19621,2022-08-15 17:36:14.053,2022-08-19 10:02:06.627,100
19621,2022-08-19 11:00:10.880,2022-08-22 15:09:12.277,100
19621,2022-08-22 15:09:12.277,2022-08-26 14:11:15.043,-130
19621,2022-08-29 10:00:06.067,2022-08-31 14:56:06.563,100
19621,2022-08-31 15:30:06.463,2022-09-01 14:39:01.670,-130
19621,2022-09-02 03:50:01.607,2022-09-09 02:22:02.017,100
19621,2022-09-09 02:22:02.017,2022-09-12 07:11:06.987,100
19621,2022-09-12 08:00:10.810,2022-09-13 12:39:11.337,-130
19621,2022-09-14 08:12:16.867,2022-09-21 15:16:16.503,-130
19621,2022-09-21 17:44:07.237,2022-09-23 07:02:06.427,100
19621,2022-09-23 08:00:07.307,2022-09-23 18:33:04.623,100
19621,2022-09-23 19:00:08.883,2022-09-26 00:59:04.447,100
19621,2022-09-26 03:20:08.800,2022-09-28 02:06:05.023,100
19621,2022-09-28 02:06:05.027,2022-09-28 15:53:08.687,-130
19621,2022-09-29 03:06:10.467,2022-09-29 20:57:01.893,-130
19621,2022-09-29 21:30:05.833,2022-10-04 12:28:05.207,100
19621,2022-10-04 13:02:04.963,2022-10-07 06:15:05.367,-130
19621,2022-10-07 07:00:10.323,2022-10-10 08:40:16.467,100
19621,2022-10-10 09:00:06.290,2022-10-17 15:42:01.723,-130
19621,2022-10-18 02:03:01.587,2022-10-25 13:31:02.307,100
19621,2022-10-25 14:23:01.683,2022-10-26 08:09:01.773,100
19621,2022-10-26 08:30:06.700,2022-10-31 13:49:09.013,-130
19621,2022-10-31 14:13:09.097,2022-11-03 07:14:12.017,100
19621,2022-11-03 08:00:06.433,2022-11-04 14:17:06.787,-130
19621,2022-11-07 06:32:09.287,2022-11-08 15:15:02.840,100
19621,2022-11-08 16:02:12.580,2022-11-10 14:55:04.030,100
19621,2022-11-10 15:00:09.310,2022-11-11 08:53:04.513,100
19621,2022-11-11 09:15:04.627,2022-11-11 18:54:03.747,100
19621,2022-11-11 19:00:09.087,2022-11-15 13:34:11.873,100
19621,2022-11-15 17:19:06.997,2022-11-21 06:41:03.027,100
19621,2022-11-21 14:01:07.223,2022-11-23 15:47:07.223,-130
19621,2022-11-24 03:30:07.637,2022-11-30 15:50:04.357,-130
19621,2022-11-30 16:30:07.937,2022-12-01 01:09:07.643,-130
19621,2022-12-01 19:20:08.303,2022-12-13 13:30:08.943,100
19621,2022-12-14 03:30:08.477,2022-12-15 14:18:05.217,100
1311,2022-05-31 20:40:10.703,2022-06-01 14:14:01.707,60
1311,2022-06-02 03:20:06.530,2022-06-02 16:25:02.423,-90
1311,2022-06-03 05:53:04.580,2022-06-07 06:17:04.237,-90
1311,2022-06-07 06:40:09.040,2022-06-09 12:40:05.177,-90
1311,2022-06-09 13:10:05.127,2022-06-09 17:21:15.377,-90
1311,2022-06-10 06:10:10.003,2022-06-10 12:30:06.567,60
1311,2022-06-13 16:20:10.097,2022-06-16 15:15:02.147,60
1311,2022-06-17 07:40:11.760,2022-06-22 14:39:05.650,60
1311,2022-06-22 19:00:04.277,2022-06-23 07:39:05.397,60
1311,2022-06-23 07:39:05.397,2022-06-27 14:54:15.517,-90
1311,2022-06-27 21:03:09.553,2022-06-28 14:04:05.797,60
